"WEAPON","DMG","IMPACT","IMPACTp","PUNC","PUNCp","SLASH","SLASHp","HEAT","HEATp","COLD","COLDp","ELEC","ELECp","TOXIN","TOXINp","BLAST","BLASTp","RAD","RADp","GAS","GASp","MAG","MAGp","VIRAL","VIRALp","CORR","CORRp","VOID","VOIDp","CRITCHAN","CRITMULT","STATCHAN","FIRERATE","MULTI"
"Torid","140","0","","0","","0","","0","","0","","0","","140","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.23000002","1.5000001","1"
"Acrid","43","0","","0","","0","","0","","0","","0","","43","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.10000002","5.0000005","1"
"Simulor","200","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","200","","0","","0","","0","","0.12","2","0.30000001","3.0000002","1"
"Heliocor","280","238","","28","","13.999987","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.38","2","0.12","0.83333337",
"Verdilac","213","21.300001","","85.200005","","106.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.30000001","2.5","0.20999998","1",
"Korumm","260","52","","104","","103.99999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23999999","2.2","0.30000001","1",
"Nepheri","261","21","","63","","85","","92","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.20999999","2.3","0.33000004","1",
"Sun & Moon","190","38","","45.599998","","106.4","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2.4000001","0.22000003","1",
"Verglas","26","0","","0","","0","","0","","26","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.079999998","2","0.34000003","12.000001","1"
"Sweeper","7","5.9500003","","0.34999999","","0.69999975","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","1.5","0.023333311","1","6"
"Deconstructor","50","50","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","1","0.25","1.3333334",
"Vulklok","85","0","","0","","0","","0","","0","","85","","0","","0","","0","","0","","0","","0","","0","","0","","0.34999999","2.5","0.25","0.15000001","1"
"Stinger","15","0","","0","","0","","0","","0","","0","","15","","0","","0","","0","","0","","0","","0","","0","","0.025","1.5","0.050000012","3.3333335","1"
"Prisma Burst Laser","10","1","","8.5","","0.49999952","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.10000002","1.6071428","1"
"Sweeper Prime","10","8.5","","0.5","","0.99999964","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.024999976","1","6"
"Prime Laser Rifle","11.999999","1.2","","8.3999996","","2.3999999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.5","0.050000012","10.000001","1"
"Deth Machine Rifle Prime","7","0.69999999","","0.34999999","","5.9500003","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.040000021","10.000001","1"
"Burst Laser Prime","12","1.2","","10.200001","","0.59999943","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.0625","2.3499999","0.13999999","1.8750001","1"
"Laser Rifle","8","0.80000001","","6.4000001","","0.79999971","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.025","1.25","0.019999981","1.6666667","1"
"Artax","5","0","","0","","0","","0","","5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.02","1.5","0.029999971","1","1"
"Deth Machine Rifle","5","0.5","","0.25","","4.25","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.0099999905","8.333334","1"
"Burst Laser","7","0.69999999","","5.9500003","","0.34999967","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.025","1.25","0.019999981","1.6071428","1"
"Deconstructor Prime","75","75","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","1","0.25","1.3333334",
"Vulcax","35","0","","0","","0","","35","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2.5","0.10000002","1","1"
"Tazicor","6","0","","0","","0","","0","","0","","6","","0","","0","","0","","0","","0","","0","","0","","0","","0.02","1.5","0.14999998","8.333334","1"
"Helstrum","13.999998","7.0333328","","4.0499997","","0","","2.9166665","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","1.5","0.30000001","0.90909088","1"
"Multron","5","1.25","","3.75","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.125","1.75","0.050000012","3.3333335","1"
"Cryotra","10","0","","0","","0","","0","","10","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.35000002","1","1"
"Shadow Claws","240","72","","48","","120","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.38","2.5999999","0.24000001","1",
"Artemis Bow","75","10.5","","60","","4.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2","0.19999999","1","1"
"Artemis Bow Prime","75","10.5","","60","","4.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2","0.19999999","1","1"
"Desert Wind","249.99998","83.324997","","83.333244","","83.341751","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.5","2","0","1",
"Desert Wind Prime","249.99998","83.324997","","83.333244","","83.341751","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.5","2","0","1",
"Iron Staff Prime","300","204","","0","","96","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2","0.30000001","1",
"Iron Staff","300","204","","0","","96","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2","0.30000001","1",
"Balefire Charger Prime","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","1.5","0.10000002","0.83333337","1"
"Balefire Charger","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","1.5","0.10000002","0.83333337","1"
"Garuda Prime Talons","280","14","","28","","238","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.34999999","2","0.36000001","1",
"Garuda Talons","248","19.84","","54.560001","","173.59999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.36000001","1",
"Dex Pixia Prime","50","5","","5","","40","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.25","5.8333335","1"
"Diwata Prime","50","7.5000005","","37.5","","5.000001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.10000002","1.0833334",
"Dex Pixia","50","5","","5","","40","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.25","5.8333335","1"
"Diwata","50","7.5000005","","37.5","","5.000001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.10000002","1.0833334",
"Exalted Umbra Blade","35","5.25","","5.25","","24.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.14999998","0.83333337",
"Exalted Prime Blade","35","5.25","","5.25","","24.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.14999998","0.83333337",
"Exalted Blade","35","5.25","","5.25","","24.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.14999998","0.83333337",
"Regulators Prime","50","25","","12.5","","12.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","3","0.10000002","14.800001","1"
"Regulators","50","25","","12.5","","12.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","3","0.10000002","14.800001","1"
"Glory","15","0","","0","","0","","15","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.19999999","1.6666667","1"
"Valkyr Prime Talons","300","99.989998","","99.999893","","100.01009","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.5","2","0","1.5000001",
"Valkyr Talons","300","99.989998","","99.999893","","100.01009","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.5","2","0","1.5000001",
"Arquebex","12010","10","","0","","0","","3000","","0","","0","","0","","9000","","0","","0","","0","","0","","0","","0","","0.5","3","0.5","3.3333335","1"
"Mausolon","120","24","","46","","0","","50","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.30000001","2.2","0.25999999","8.333334","1"
"Ironbride","470","70.5","","70.5","","329","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.44999999","3","1","0.83333337",
"Mausolon","120","24","","46","","0","","50","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.30000001","2.2","0.25999999","8.333334","1"
"VIROX ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"DESUS ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"PLAGEN ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"POXI ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"ADRA MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"ELSA MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"ZARIM MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"PHIJAR MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"ELASMUN ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"IRANON ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"IBEXAN ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"TETHRON ANTIGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"LEPTOSAM MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"CHITEN MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"ARIOLI MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"MONACHOD MUTAGEN","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Lehan Core","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Tyli Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Alcrom Core","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Krisys Core","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Drex Core","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Lambeo Moa","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Nychus Moa","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Oloro Moa","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Para Moa","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Drimper Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Tian Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Jonsin Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Gauth Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Hona Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Aegron Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Trux Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Harpen Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Hextra Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Munit Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Phazor Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Atheca Gyro","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Adlet Core","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Garmr Core","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Raiju Core","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Dorma Hound","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Bhaira Hound","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Hec Hound","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Cela Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Urga Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Zubb Bracket","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Wanz Stabilizer","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Hinta Stabilizer","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Frak Stabilizer","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Batoten","152","76","","76","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","3","0.14999998","1",
"Lacerten","152","76","","0","","76","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","3","0.14999998","1",
"Akaten","152","0","","76","","76","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","3","0.14999998","1",
"Sly Vulpaphyla","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Panzer Vulpaphyla","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Crescent Vulpaphyla","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vizier Predasite","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Medjay Predasite","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Pharaoh Predasite","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Flatbelly","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Arc Twelve","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Wingnut","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Step Tens","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Needlenose","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Hothead","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Dink-A-Donk","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Fatboys","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Runway","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Highbrow","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Two-Sloops","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Thugs","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Feverspine","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Gristlebuck","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Nodulite","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Steeba","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Bad Baby","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Coldfusor","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Beaky","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Twin Kavats","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Cantic Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Lega Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Klamora Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Exard Scaffold","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Dissic Scaffold","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Propa Scaffold","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Suo Brace","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Plaga Brace","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Certus Brace","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vermisplicer","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Sporelacer","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Macro Thymoid","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Macro Arcroid","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Arcroid","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Thymoid","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Palmaris","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ulnaris","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ruhang","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vargeet Ruhang","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vargeet II Ruhang","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ruhang II","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vargeet Ruhang II","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ekwana Ruhang II","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ekwana Ruhang","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ekwana II Ruhang","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Jai","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vargeet Jai","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vargeet II Jai","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Jai II","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Vargeet Jai II","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ekwana Jai II","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ekwana Jai","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ekwana II Jai","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Jayap","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Seekalla","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Peye","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Kroostra","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Kwath","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Laka","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Dehtat","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Cyath","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Balla","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Kronsh","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Mewan","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ooltha","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Dehtat","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Cyath","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Balla","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Kronsh","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Mewan","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Ooltha","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Korb","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Shtung","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Dokrahm","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Sepfahn","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Rabvee","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Plague Akwin","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Plague Bokwin","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Plague Kripath","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Plague Keewar","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Plague Kripath","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Plague Keewar","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Mote Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Mote Scaffold","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Mote Brace","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Raplak Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Shwaak Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Granmu Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Pencha Scaffold","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Shraksun Scaffold","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Klebrik Scaffold","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Clapkra Brace","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Juttni Brace","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Lohrin Brace","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
"Rahn Prism","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","0",
